# 시작시간,길이,출력파일명,크롭범위
# 와우산노래자랑 ep.1 쇼츠 클립
00:14:14,00:00:45,1_삼행시실패.mp4,1~9
00:16:38,00:00:52,2_피아노사고.mp4,2~8
00:17:49,00:00:56,3_장들레_아는사람.mp4,2~10
00:20:15,00:00:40,4_미쳤어.mp4,2~10
00:27:50,00:01:10,5_썬더릴리_두.mp4,2~9
00:29:29,00:00:51,6_썬더릴리_반응.mp4,0~10
00:35:37,00:01:00,7_루카마이너_노래.mp4,1~9
00:44:30,00:00:40,8_1등발표.mp4,1~9
